TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2017-07-25 13:53:26.025,2.520545430627024,0.8012669453589714,1.17767786774039,1.13817789900553,1.097241166657545,0.6127118044197065,0.874514412288949,0.9607889380283318,0.8354722592003049,0.5609255333758778,0.5956200968083848,0.6838192808976686,0.627779045769541,0.03247835020127043,0.07111514312846212,0.8390849442023398,0.3875037380851624,-0.3140903610041784,-0.1219760365186206,-0.07622407342506157,871.1355311355312,812.3076923076924,800.2197802197802,848.974358974359,813.919413919414,0.015930,0.107605,0.997009,-3.603821,1.218719,-8.351593,1,1,1,1,1,82.515625
2017-07-25 13:53:26.507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2017-07-25 13:53:27.055,2.520545430627024,1.091349439765805,1.116754740955504,1.13817789900553,1.097241166657545,0.7995975033759546,0.5958063085256846,0.9607889380283318,0.8354722592003049,0.5458083159680726,0.5455277368222035,0.6838192808976686,0.627779045769541,0.07251578350213668,0.05725754358521611,0.8390849442023398,0.3875037380851624,-0.351291513605118,-0.3594962523568688,-0.07622407342506157,832.4542124542124,811.9047619047619,799.0109890109891,842.9304029304029,859.8534798534798,0.094421,0.133301,0.994141,1.435547,-9.151611,-11.790924,1,2,1,1,2,82.515625
2017-07-25 13:53:28.050,2.520545430627024,1.263186223838646,1.175811436988435,1.434084393346248,1.097241166657545,0.7141181314081975,0.6581851076311305,0.9216685170290533,0.8354722592003049,0.5458083159680726,0.5603286059777893,0.9794958642110215,0.627779045769541,-0.1346425739247479,0.001733934255867348,0.7632266673113342,0.3875037380851624,-0.3108812079715073,-0.3868239954668271,0.1781134542600962,904.981684981685,837.2893772893773,796.1904761904763,891.2820512820513,903.3699633699634,0.129272,0.153809,0.994812,-2.033691,-0.224304,-9.495544,1,1,1,1,1,82.515625
2017-07-25 13:53:28.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2017-07-25 13:53:29.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2017-07-25 13:53:29.061,2.520545430627024,1.227940036255015,0.9933904564520566,1.455627539392253,1.097241166657545,0.6086886327378189,0.4088952627349566,0.9122768957773635,0.8354722592003049,0.3179383450812164,-0.03040681911178754,0.6572757286466421,0.627779045769541,-0.07081462966200068,-0.2323693167696824,0.4286322907595291,0.3875037380851624,-0.4526115886088672,-0.4291272228748969,0.0629877022396443,1012.967032967033,819.5604395604396,787.3260073260074,961.7948717948718,821.978021978022,0.089417,0.151062,0.994934,-1.996307,5.854340,4.276733,1,1,1,1,1,82.515625
2017-07-25 13:53:30.036,2.520545430627024,1.461581404710589,1.017996576635543,1.760460310619742,1.097241166657545,0.8226705152032008,0.4632121730007187,1.252156230980412,0.8354722592003049,0.7149745707930275,-0.07998500898037972,0.652080428859078,0.627779045769541,0.000997818232873947,-0.1724293677701121,0.4184722117806154,0.3875037380851624,-0.1819409104701531,-0.4368897116217962,0.2089795704542022,855.4212454212454,818.7545787545788,804.6520146520147,871.1355311355312,837.6923076923077,-0.112915,0.105408,1.015564,-7.790833,14.826508,-0.598145,1,1,1,1,1,82.515625
2017-07-25 13:53:30.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2017-07-25 13:53:31.022,2.520545430627024,1.120423705787712,0.9643341305460625,1.720027599550826,1.097241166657545,0.6514819595904484,0.3927718133873404,1.154635806784622,0.8354722592003049,0.6021734957459189,0.4250452064150037,1.172435300103229,0.627779045769541,-0.1183559993002945,0.0425189864387283,0.8207072158636096,0.3875037380851624,-0.380306936114893,-0.3078626932197067,0.2115951116418693,906.996336996337,821.1721611721612,812.3076923076924,884.4322344322345,862.2710622710623,0.044800,0.123169,0.987183,-2.175751,1.420593,3.828125,1,1,1,1,1,82.515625
2017-07-25 13:53:31.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2017-07-25 13:53:32.039,2.520545430627024,1.139698302767058,1.052205259617278,1.476704671527054,1.097241166657545,0.6217958396339608,0.5078161183557871,0.7355860772655081,0.8354722592003049,0.3317932868250222,0.5774874687614804,1.225866149845812,0.627779045769541,-0.1509236387732069,0.0496809770875402,0.8945946924354015,0.3875037380851624,-0.4218680999703776,-0.4269936174658027,0.2912872396051759,720.4395604395604,809.0842490842491,821.5750915750916,730.5128205128206,882.4175824175825,0.022522,0.159668,0.988892,-4.029999,6.594543,-0.074768,1,1,1,1,1,82.515625
2017-07-25 13:53:32.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2017-07-25 13:53:32.876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2017-07-25 13:53:33.028,2.520545430627024,0.6425471013137292,0.7161761266052824,1.401544112162795,1.097241166657545,0.2537591026094253,0.3280519460900101,0.5445433479507416,0.8354722592003049,0.3143982638732019,0.4647038823144096,1.204347190917332,0.627779045769541,-0.1360948217421032,-0.006156404254108485,0.9473051156768865,0.3875037380851624,-0.4829653547374999,-0.4144459458209249,0.4399814054480221,839.3040293040293,833.2600732600733,795.7875457875458,782.893772893773,830.0366300366301,0.022583,0.155457,0.997131,-2.392578,3.910370,3.603821,1,1,1,1,1,82.515625
2017-07-25 13:53:33.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2017-07-25 13:53:34.037,2.520545430627024,0.9250835469787171,0.468436476197609,1.401544112162795,1.097241166657545,0.5275150249032052,0.444063357812019,0.5445433479507416,0.8354722592003049,0.4935806194499349,0.3701973175817307,1.204347190917332,0.627779045769541,-0.2147460142431616,0.1103266727743401,0.9473051156768865,0.3875037380851624,-0.5899206228476475,-0.4162168264121813,0.4399814054480221,901.7582417582418,816.3369963369963,809.0842490842491,875.5677655677656,860.2564102564103,-0.069031,0.137878,0.988037,-4.620667,1.308441,-0.717773,1,1,1,1,1,82.515625
2017-07-25 13:53:34.970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2017-07-25 13:53:35.033,1.023844529275796,0.3444813037856528,0.06152944285141367,1.13492223694521,0.542290407361426,0.0741803482198479,-0.01023631505356227,0.1696803327908803,1.252155683833982,0.2651515698115681,0.09733564636843108,0.5743740508819893,1.182130809668468,-0.2699963151313838,-0.08586892924383133,0.4050747059427871,0.7289797211361428,-0.513738320769687,-0.5536063881605527,-0.003837875179545025,885.6410256410256,823.992673992674,799.8168498168499,836.4835164835165,844.9450549450549,0.028625,0.174377,0.978882,-5.345917,5.846863,5.772095,1,1,1,1,1,82.437500
2017-07-25 13:53:36.022,0.9052470540117192,0.3512030493742569,0.08077403111111595,1.078631971057283,0.4381148885827919,-0.04297185531390415,-0.2770486802068053,0.3184214590080304,1.088914366569103,0.07188183283913877,-0.09511241630098219,0.4556430925168881,1.033604718979011,-0.1899949180496071,-0.2159685879643916,0.1965390187543656,0.5910447387639467,-0.5663669958780034,-0.5865278845233745,-0.04448748649236098,906.5934065934066,822.7838827838829,801.8315018315019,842.5274725274726,775.2380952380953,-0.030823,0.063171,0.981323,-6.482391,5.158997,0.029907,1,1,1,1,1,82.437500
2017-07-25 13:53:36.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2017-07-25 13:53:37.039,0.8483674172645339,0.113454995459406,0.3203456758300514,1.173481426316842,0.5441673087839747,-0.1559474324570057,-0.5290472942618201,0.3814073852345191,1.294769369916929,0.06697994793115827,0.1204453825225377,0.7202982188974154,1.075432727395071,-0.1954129249318606,-0.1724948535799309,0.2300196906537071,0.6724988918153296,-0.5814904977042895,-0.4355900247211167,-0.1747785663534775,867.5091575091575,820.3663003663004,805.4578754578755,836.4835164835165,901.7582417582418,0.011841,0.209473,1.028625,-2.684174,-0.545807,1.869202,1,1,1,1,1,82.437500
2017-07-25 13:53:37.392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2017-07-25 13:53:38.035,0.7393000645201523,0.6398403280347362,0.9398625169721155,1.174687178700104,0.635693123437747,0.3895918665121483,0.7889363328930006,0.2865484214803844,1.294301462327786,0.4137493039352999,0.7042773010115607,0.6874562087726579,1.215111602216416,-0.1707867913475633,-0.01562581095351751,0.2858813236450246,0.7660594703079904,-0.4257321747633689,-0.4019597129082996,-0.06661787080009679,931.5750915750916,822.3809523809524,802.2344322344322,896.1172161172161,850.989010989011,0.049255,0.148254,0.986694,-9.719849,10.205841,0.186920,1,1,1,1,1,82.437500
2017-07-25 13:53:38.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2017-07-25 13:53:39.043,0.7393000645201523,0.6871005699267226,1.007801108792052,1.174687178700104,0.635693123437747,0.62022310728756,0.9095299940881276,0.2865484214803844,1.294301462327786,0.5988929722486629,0.8245609655627273,0.6874562087726579,1.215111602216416,-0.2435256036821654,0.06048244566214602,0.2858813236450246,0.7660594703079904,-0.333558633565985,-0.3883987046838769,-0.06661787080009679,858.2417582417582,815.934065934066,807.0695970695971,846.5567765567765,813.919413919414,-0.110291,0.115051,1.035339,4.306641,4.463654,15.970459,1,1,1,1,1,82.437500
2017-07-25 13:53:40.046,1.566862364692942,1.239946823380474,1.085387535525383,0.8440472771764599,1.12192701071274,0.6689324173267763,0.5475432312898734,0.740792224677349,1.248539292682186,0.453233242367631,0.3722551958734634,0.8529491441152085,0.9991092339871201,-0.09953252316021834,-0.181353417808711,0.70432870987865,0.4721638833609936,-0.5864222459982774,-0.6243041565667937,0.3713849552012814,876.7765567765568,820.3663003663004,804.2490842490843,845.3479853479854,907.8021978021978,0.025391,0.148560,1.003784,-2.714081,1.697235,7.005768,1,1,1,1,1,82.437500
2017-07-25 13:53:41.022,1.179028138063439,0.9173193487060984,0.8504088965225104,0.6264742206105847,0.7343466770404242,0.3228114349389426,0.3297728406400605,0.316668440489551,1.146105819925018,0.3287115451231666,-0.02178273560321806,0.5882886728275315,0.7667415099620232,-0.08059866490141816,-0.1712932903551564,0.5651805203749078,0.4305364568417286,-0.4833207059378755,-0.5452506034993767,0.2047623890799926,873.5531135531136,817.948717948718,797.3992673992674,833.6630036630037,850.1831501831502,0.039185,0.146484,0.999939,-0.747681,1.884155,4.874878,1,1,1,1,1,82.437500
2017-07-25 13:53:41.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2017-07-25 13:53:42.066,0.1401842835862526,1.069794242442349,1.402430368140552,0.2094299965701357,0.2176707845932906,0.736328530122859,1.08318985345897,-0.1116638035415197,0.5503906564761643,0.4125476259748097,0.8850618161958528,0.3543610792900386,0.3605136422337972,-0.1248319989954937,0.04351749771329955,0.3289774593402603,0.2284016121620862,-0.4070202691619534,-0.3393454786390719,-0.1399483261780338,871.941391941392,817.5457875457876,807.4725274725275,848.974358974359,842.1245421245421,-0.011108,0.107483,0.996338,-1.263580,3.409424,5.435638,1,1,1,1,1,82.437500
2017-07-25 13:53:43.022,0.3377370785439296,1.235557484979734,1.529959906152632,0.2614810393450092,0.4146304225543175,0.8171163647859567,1.174805639324969,0.04885389709596576,0.3608923303402761,0.4270883705036424,0.8858640681094375,0.7431395851406303,0.3914626496032546,-0.0213676232265443,0.1350912284767647,0.1348268005636365,0.00809023577308254,-0.5295671206761984,-0.4036863362535336,-0.1211906092267598,902.967032967033,847.7655677655678,780.8791208791209,836.0805860805862,840.1098901098901,0.016296,0.126831,0.998718,-1.585083,1.256104,3.461761,1,1,1,1,1,82.437500
2017-07-25 13:53:44.040,0.9977549631006224,1.008410668059858,0.6630485759951339,0.8453903651088568,0.4681670728367155,0.1765594151693208,0.1535846352666506,0.6855011741140379,0.6312925933994801,0.2231571262731127,0.1783645760295758,0.9688908156908141,0.3839914546430566,-0.1231708376337043,-0.2947003456696181,0.3475085267891472,-0.04062906474553168,-0.4894266798121664,-0.6724806277586609,-0.0316967889204237,880.8058608058608,831.6483516483516,806.2637362637363,838.901098901099,820.3663003663004,0.022522,0.130615,1.000244,-2.100983,3.386993,3.932800,1,1,1,1,1,82.437500
